player_id,full_name,web_name,photo_url,player_name
860,Josh Brooking,Brooking,,Brooking
861,Josh Brownhill,Brownhill,,Brownhill
864,Josh Feeney,Feeney,,Feeney
866,Josh Maja,Maja,,Maja
867,Josh Martin,Martin,,Martin
869,Josh Onomah,Onomah,,Onomah
870,Josh Powell,Powell,,Powell
871,Josh Sims,Sims,,Sims
872,Josh Wilson Esbrand,Wilson-Esbrand,,Wilson-Esbrand
873,Joshua Duffus,Duffus,,Duffus
874,Joshua King,King,,J. King
875,Joshua Sargent,Sargent,,Sargent
877,José Ignacio Peleteiro Romallo,Jota,,J. Romallo
878,José Izquierdo,Izquierdo,,Izquierdo
880,João Cavaco Cancelo,Cancelo,,Cancelo
881,João Filipe Iria Santos Moutinho,Moutinho,,Moutinho
882,João Félix Sequeira,João Félix,,João Félix
883,João Neves Virgínia,J.Virginia,,J.Virginia
889,Juan Camilo Hernández Suárez,Cucho,,Cucho
890,Juan Foyth,Foyth,,Foyth
891,Juan Larios López,Larios,,Larios
892,Juan Mata,Mata,,Mata
894,Julian Jeanvier,Jeanvier,,Jeanvier
898,Julián Álvarez,Álvarez,,J. Álvarez
899,Junior Firpo Adames,Firpo,,Firpo
900,Junior Stanislas,Stanislas,,Stanislas
901,Juraj Kucka,Kucka,,Kucka
904,Justin Hubner,Hubner,,Hubner
907,Jóhann Berg Gudmundsson,Gudmundsson,,J. Gudmundsson
909,Jürgen Locadia,Locadia,,Locadia
910,Kacper Kozłowski,Kozłowski,,Kozłowski
915,Kaide Gordon,Gordon,,K. Gordon
916,Kaine Kesler Hayden,Kesler Hayden,,Kesler Hayden
917,Kalidou Koulibaly,Koulibaly,,Koulibaly
919,Kamaldeen Sulemana,Kamaldeen,,Kamaldeen
920,Kamari Doyle,Doyle,,K. Doyle
921,Kamil Conteh,Conteh,,Conteh
922,Kamil Grosicki,Grosicki,,Grosicki
923,Kamil Miazek,Miazek,,Miazek
926,Karlan Grant,Grant,,K. Grant
927,Karlo Ziger,Ziger,,Ziger
928,Kasey McAteer,McAteer,,McAteer
929,Kasper Schmeichel,Schmeichel,,Schmeichel
930,Kayky da Silva Chagas,Kayky,,Kayky
931,Kayne Ramsay,Ramsay,,K. Ramsay
932,Kean Bryan,Bryan,,K. Bryan
934,Keinan Davis,Davis,,K. Davis
935,Kelechi Iheanacho,Iheanacho,,Iheanacho
936,Kell Watts,Watts,,K. Watts
937,Kelland Watts,Watts,,K. Watts
938,Ken Sema,Sema,,Sema
939,Kenneth Zohore,Zohore,,Zohore
940,Kenny McLean,McLean,,McLean
944,Kevin De Bruyne,De Bruyne,,De Bruyne
945,Kevin Long,Long,,K. Long
946,Kevin Mbabu,Mbabu,,Mbabu
947,Kevin McDonald,McDonald,,McDonald
949,Keylor Navas,Navas,,Navas
950,Kgaogelo Chauke,Chauke,,Chauke
951,Ki Jana Hoever,Hoever,,K. Hoever
952,Kiano Dyer,Dyer,,Dyer
953,Kieffer Moore,Moore,,K. Moore
954,Kieran Dowell,Dowell,,Dowell
955,Kieran Gibbs,Gibbs,,K. Gibbs
956,Kieran Tierney,Tierney,,Tierney
959,Killian Cahill,Cahill,,K. Cahill
960,Killian Phillips,Phillips,,K. Phillips
964,Kofi Balmer,Balmer,,Balmer
967,Kortney Hause,Hause,,Hause
968,Kosta Nedeljković,Nedeljković,,Nedeljković
969,Kris Moore,Moore,,K. Moore
970,Kristian Sekularac,Sekularac,,Sekularac
972,Kristoffer Klaesson,Klaesson,,Klaesson
974,Kurt Zouma,Zouma,,Zouma
975,Kwadwo Baah,Baah,,Baah
976,Kyle Bartley,Bartley,,Bartley
977,Kyle Edwards,Edwards,,K. Edwards
978,Kyle John,John,,K. John
980,Kyron Gordon,Gordon,,K. Gordon
982,Lander Emery,Emery,,Emery
983,Lawrence Vigouroux,Vigouroux,,Vigouroux
984,Layvin Kurzawa,Kurzawa,,Kurzawa
987,Lee Grant,Grant,,L. Grant
988,Lee Peltier,Peltier,,Peltier
989,Leif Davis,Davis,,L. Davis
990,Leigh Kavanagh,Kavanagh,,Kavanagh
991,Leighton Clarkson,Clarkson,,Clarkson
993,Leo Castledine,Castledine,,Castledine
997,Leonardo Campana,Campana,,Campana
1000,Lewis Bate,Bate,,Bate
1001,Lewis Brunt,Brunt,,L. Brunt
1006,Lewis Koumas,Koumas,,Koumas
1010,Lewis Payne,Payne,,Payne
1011,Lewis Richards,Richards,,L. Richards
1012,Lewis Warrington,Warrington,,Warrington
1013,Liam Cooper,Cooper,,Cooper
1015,Liam Gibbs,Gibbs,,L. Gibbs
1016,Liam Hughes,Hughes,,L. Hughes
1017,Liam McCarron,McCarron,,McCarron
1020,Lloyd Kelly,Kelly,,L. Kelly
1021,Lorenz Assignon,Assignon,,Assignon
1022,Loris Karius,Karius,,Karius
1023,Louie Marsh,Marsh,,L. Marsh
1024,Louie Moulden,Moulden,,Moulden
1025,Louie Watson,Watson,,L. Watson
1026,Louis Jackson,Jackson,,L. Jackson
1027,Loïc Badé,Badé,,Badé
1028,Loïc Mbe Soh,Mbe Soh,,Mbe Soh
1029,Luc De Fougerolles,De Fougerolles,,De Fougerolles
1030,Luca Barrington,Barrington,,Barrington
1032,Luca Williams Barnett,Barnett,,L. Barnett
1033,Lucas Bergström,Bergström,,Bergström
1035,Lucas De Bolle,De Bolle,,De Bolle
1037,Lucas Rodrigues Moura da Silva,Lucas Moura,,Lucas Moura
1039,Lucas Torreira di Pascua,Torreira,,Torreira
1040,Ludwig Augustinsson,Augustinsson,,Augustinsson
1044,Luka Milivojevic,Milivojevic,,Milivojevic
1045,Lukas Rupp,Rupp,,Rupp
1047,Luke Ayling,Ayling,,Ayling
1048,Luke Berry,Berry,,Berry
1049,Luke Chambers,Chambers,,L. Chambers
1050,Luke Cundle,Cundle,,Cundle
1051,Luke Freeman,Freeman,,Freeman
1053,Luke Mbete Tabu,Mbete,,Mbete
1054,Luke McNally,McNally,,L. McNally
1055,Luke Plange,Plange,,Plange
1057,Luke Thomas,Thomas,,L. Thomas
1058,Luke Woolfenden,Woolfenden,,Woolfenden
1059,Lyanco Silveira Neves Vojnovic,Lyanco,,Lyanco
1061,Lyle Taylor,Lyle Taylor,,Lyle Taylor
1062,Lys Mousset,Mousset,,Mousset
1063,Léo Bonatini,Bonatini,,Bonatini
1064,Mace Goodridge,Goodridge,,Goodridge
1065,Mackenzie Hunt,Hunt,,Hunt
1066,Mads Bech Sørensen,Sørensen,,M. Sørensen
1067,Mads Bidstrup,Bidstrup,,Bidstrup
1069,Mads Juel Andersen,Andersen,,M. Andersen
1071,Maeson King,King,,M. King
1072,Mahamadou Susoho,Susoho,,Susoho
1073,Mahmoud Ahmed Ibrahim Hassan,Trézéguet,,Trézéguet
1074,Mahmoud Dahoud,Dahoud,,Dahoud
1075,Malachi Hardy,Hardy,,Hardy
1076,Malang Sarr,Sarr,,M. Sarr
1080,Mamadou Sakho,Sakho,,Sakho
1084,Manuel Lanzini,Lanzini,,Lanzini
1086,Marc Albrighton,Albrighton,,Albrighton
1090,Marc Jurado Gomez,Jurado,,Jurado
1091,Marc Leonard,Leonard,,Leonard
1092,Marc Navarro,Navarro,,Navarro
1093,Marc Roca Junqué,Roca,,Roca
1094,Marcel Lavinier,Lavinier,,Lavinier
1095,Marcel Sabitzer,Sabitzer,,Sabitzer
1096,Marcelo Flores,Flores,,Flores
1097,Marcelo de Araújo Pitaluga Filho,Pitaluga,,Pitaluga
1098,Marco Asensio,Asensio,,Asensio
1099,Marco Stiepermann,Stiepermann,,Stiepermann
1100,Marcos Alonso,Alonso,,M. Alonso
1101,Marcos Rojo,Rojo,,Rojo
1104,Marcus Forss,Forss,,Forss
1105,Marcus Myers Harness,Harness,,Harness
1106,Marcus Oliveira Alencar,Marquinhos,,Marquinhos
1109,Marek Rodák,Rodák,,Rodák
1110,Mario Lemina,Lemina,,Lemina
1111,Mark Flekken,Flekken,,Flekken
1113,Mark Noble,Noble,,Noble
1114,Mark O’Mahony,O’Mahony,,O’Mahony
1119,Martin Kelly,Kelly,,M. Kelly
1122,Martín Montoya,Montoya,,Montoya
1123,Marvelous Nakamba,Nakamba,,Nakamba
1124,Mason Burstow,Burstow,,Burstow
1125,Mason Greenwood,Greenwood,,M. Greenwood
1126,Mason Holgate,Holgate,,Holgate
1128,Massimo Luongo,Luongo,,Luongo
1130,Matej Kovár,Kovár,,Kovár
1131,Matej Vydra,Vydra,,Vydra
1132,Mateo Joseph Fernández,Mateo Joseph,,M. Fernández
1133,Mateo Kovacic,Kovacic,,Kovacic
1135,Mateus Cardoso Lemos Martins,Tetê,,Tetê
1138,Mateusz Bogusz,Bogusz,,Bogusz
1139,Mateusz Klich,Klich,,Klich
1140,Mateusz Lis,Lis,,Lis
1143,Matheus Pereira,Pereira,,M. Pereira
1145,Mathew Ryan,Ryan,,Ryan
1147,Mathias Jorgensen,Zanka,,Zanka
1148,Mathias Normann,Normann,,Normann
1149,Mathis Amougou,Amougou,,Amougou
1151,Matija Sarkic,Sarkic,,Sarkic
1152,Matija Šarkić,Šarkić,,Šarkić
1154,Matt Clarke,Clarke,,M. Clarke
1156,Matt Macey,Macey,,Macey
1158,Matt Phillips,Phillips,,M. Phillips
1159,Matt Ritchie,Ritchie,,Ritchie
1162,Matthew Cash,Cash,,M. Cash
1163,Matthew Clarke,Clarke,,M. Clarke
1165,Matthew Craig,Craig,,Craig
1166,Matthew Dibley Dias,Dibley-Dias,,Dibley-Dias
1167,Matthew Longstaff,Matty Longstaff,,Matty Longstaff
1168,Matthew Lowton,Lowton,,Lowton
1169,Matthew Pollock,Pollock,,M. Pollock
1170,Matthew Smith,Smith,,M. Smith
1171,Matthew Whittingham,Whittingham,,Whittingham
1174,Matty James,James,,M. James
1175,Mattéo Guendouzi,Guendouzi,,Guendouzi
1177,Matías Viña,Viña,,Viña
1178,Mauro Bandeira,Bandeira,,Bandeira
1179,Max Aarons,Aarons,,M. Aarons
1181,Max Kilman,Kilman,,M. Kilman
1182,Max Kinsey,Kinsey,,Kinsey
1183,Max Lowe,Lowe,,M. Lowe
1184,Max Meyer,Meyer,,Meyer
1185,Max Sanders,Sanders,,Sanders
1186,Max Thompson,Thompson,,M. Thompson
1189,Maxime Le Marchand,Le Marchand,,Le Marchand
1190,Maximilian Wöber,Wöber,,Wöber
1192,Maxwell Haygarth,Haygarth,,Haygarth
1193,Mazeed Ogungbo,Ogungbo,,Ogungbo
1194,Mbaye Diagne,Diagne,,Diagne
1195,Mbwana Ally Samatta,Samatta,,Samatta
1196,Meritan Shabani,Shabani,,Shabani
1197,Mesut Özil,Özil,,Özil
1198,Micah Hamilton,Hamilton,,Hamilton
1199,Michael Dacosta Gonzalez,Dacosta Gonzalez,,Dacosta Gonzalez
1200,Michael Golding,Golding,,Golding
1201,Michael Hector,Hector,,Hector
1204,Michael McGovern,McGovern,,McGovern
1205,Michael Ndiweni,Ndiweni,,Ndiweni
1207,Michael Olise,Olise,,Olise
1208,Michael Verrips,Verrips,,Verrips
1209,Michail Antonio,Antonio,,Antonio
1210,Michale Olakigbe,Olakigbe,,Olakigbe
1211,Michał Karbownik,Karbownik,,Karbownik
1212,Michy Batshuayi,Batshuayi,,Batshuayi
1214,Miguel Almirón Rejala,Almirón,,Almirón
1215,Miguel Azeez,Azeez,,Azeez
1216,Mika Biereth,Biereth,,Biereth
1222,Milot Rashica,Rashica,,Rashica
1223,Min Hyeok Yang,Yang,,Yang
1225,Mislav Orsic,Orsic,,Orsic
1227,Mohamed Dräger,Dräger,,Dräger
1228,Mohamed Elneny,Elneny,,Elneny
1229,Mohamed Elyounoussi,Elyounoussi,,Elyounoussi
1232,Mohammed Salisu,Salisu,,Salisu
1233,Moise Kean,Kean,,Kean
1237,Morgan Sanson,Sanson,,Sanson
1238,Moussa Diaby,Diaby,,M. Diaby
1239,Moussa Djenepo,Djenepo,,Djenepo
1240,Moussa Niakhaté,Niakhaté,,Niakhaté
1241,Moussa Sissoko,Sissoko,,Sissoko
1245,Myles Peart Harris,Peart-Harris,,M. Harris
1246,Máximo Perrone,Perrone,,Perrone
1247,N'Golo Kanté,Kanté,,Kanté
1248,Naby Keita,Keita,,Keita
1249,Nampalys Mendy,Mendy,,N. Mendy
1251,Nasser Djiga,Djiga,,Djiga
1253,Nathan Bishop,Bishop,,Bishop
1254,Nathan Broadhead,Broadhead,,Broadhead
1255,Nathan Butler Oyedeji,Butler-Oyedeji,,Butler-Oyedeji
1257,Nathan Ferguson,Ferguson,,N. Ferguson
1260,Nathan Redmond,Redmond,,N. Redmond
1261,Nathan Tella,Tella,,Tella
1262,Nathan Trott,Trott,,Trott
1263,Nathan Wood Gordon,Gordon,,N. Gordon
1264,Nathan Young Coombes,Young-Coombes,,Young-Coombes
1265,Nathaniel Chalobah,Chalobah,,N. Chalobah
1267,Nathaniel Phillips,Phillips,,N. Phillips
1269,Neal Maupay,Maupay,,Maupay
1271,Neeskens Kebano,Kebano,,Kebano
1272,Neil Taylor,Taylor,,N. Taylor
1273,Nemanja Matic,Matic,,Matic
1280,Nicolas Nkoulou,Nkoulou,,Nkoulou
1281,Nicolas Pépé,Pépé,,Pépé
1283,Nicolás Otamendi,Otamendi,,Otamendi
1284,Nicolò Zaniolo,Zaniolo,,Zaniolo
1285,Niels Nkounkou,Nkounkou,,Nkounkou
1286,Nigel Lonwijk,Lonwijk,,Lonwijk
1288,Nikola Vlasic,Vlasic,,Vlasic
1289,Nikola Vlašić,Vlašić,,Vlašić
1290,Nile John,John,,N. John
1291,Noha Lemina,N.Lemina,,N.Lemina
1292,Nohan Kenneh,Kenneh,,Kenneh
1297,Noël Atom,Atom,,Atom
1298,Nuno Varela Tavares,Tavares,,N. Tavares
1299,Nélson Cabral Semedo,Semedo,,Semedo
1300,Odeluga Offiah,Offiah,,Offiah
1301,Odion Ighalo,Ighalo,,Ighalo
1304,Oghenekaro Peter Etebo,Etebo,,Etebo
1305,Okay Yokuslu,Yokuslu,,Yokuslu
1307,Olabade Aluko,Aluko,,Aluko
1309,Oliver Arblaster,Arblaster,,Arblaster
1310,Oliver Burke,Burke,,O. Burke
1311,Oliver Casey,Casey,,O. Casey
1312,Oliver Hammond,Hammond,,Hammond
1313,Oliver McBurnie,McBurnie,,McBurnie
1314,Oliver Norwood,Norwood,,Norwood
1315,Oliver Scarles,Scarles,,O. Scarles
1316,Oliver Skipp,Skipp,,Skipp
1317,Olivier Giroud,Giroud,,Giroud
1318,Oliwier Zych,Zych,,Zych
1319,Ollie Harrison,Harrison,,O. Harrison
1322,Olu Aina,Aina,,O. Aina
1323,Oluwasemilogo Adesewo Ibidapo Ajayi,Ajayi,,O. Ajayi
1326,Omari Forson,Forson,,Forson
1328,Omari Kellyman,Kellyman,,Kellyman
1329,Onel Hernández,Hernández,,O. Hernández
1330,Orel Mangala,Mangala,,Mangala
1331,Oriol Romeu Vidal,Oriol Romeu,,Oriol Romeu
1333,Oskar Buur,Buur,,Buur
1334,Owen Beck,Beck,,Beck
1337,Owen Goodman,Goodman,,Goodman
1338,Owen Hampson,Hampson,,Hampson
1339,Owen Hesketh,Hesketh,,Hesketh
1340,Owen Otasowie,Otasowie,,Otasowie
1341,Ozan Kabak,Kabak,,Kabak
1342,Ozan Tufan,Tufan,,Tufan
1343,Pablo Fornals Malla,Fornals,,Fornals
1344,Pablo Hernández Domínguez,Hernández,,P. Domínguez
1345,Pablo Marí Villar,Pablo Marí,,Pablo Marí
1346,Pablo Sarabia,Sarabia,,Sarabia
1352,Patrick Cutrone,Cutrone,,Cutrone
1354,Patrick van Aanholt,van Aanholt,,van Aanholt
1355,Patrik Gunnarsson,Gunnarsson,,Gunnarsson
1356,Patson Daka,Daka,,Daka
1358,Paul Dummett,Dummett,,Dummett
1359,Paul Onuachu,Onuachu,,Onuachu
1360,Paul Pogba,Pogba,,Pogba
1361,Paulo Gazzaniga Farias,Gazzaniga,,Gazzaniga
1365,Pelenda Joshua Dasilva,Dasilva,,P. Dasilva
1366,Pelly Ruddock Mpanzu,Mpanzu,,Mpanzu
1367,Percy Tau,Tau,,Tau
1369,Phil Bardsley,Bardsley,,Bardsley
1371,Phil Jagielka,Jagielka,,Jagielka
1372,Phil Jones,Jones,,P. Jones
1374,Philip Zinckernagel,Zinckernagel,,Zinckernagel
1375,Philippe Coutinho Correia,Coutinho,,Coutinho
1376,Pierluigi Gollini,Gollini,,Gollini
1378,Pierre Emerick Aubameyang,Aubameyang,,Aubameyang
1379,Pierre Emile Højbjerg,Højbjerg,,Højbjerg
1380,Pierre Lees Melou,Lees-Melou,,Lees-Melou
1381,Pontus Jansson,Jansson,,Jansson
1382,Przemyslaw Placheta,Placheta,,Placheta
1383,Radek Vítek,Vítek,,Vítek
1384,Radu Dragusin,Drăgușin,,Drăgușin
1386,Raheem Sterling,Sterling,,Sterling
1387,Ramón Sosa,Sosa,,R. Sosa
1388,Raphael Dias Belloli,Raphinha,,Raphinha
1389,Raphaël Varane,Varane,,Varane
1391,Rasmus Kristensen,Kristensen,,Kristensen
1394,Reda Khadra,Khadra,,Khadra
1395,Reece Burke,Burke,,R. Burke
1396,Reece Hannam,Hannam,,Hannam
1400,Rekeem Harper,Harper,,Harper
1402,Remo Freuler,Freuler,,Freuler
1403,Remy Rees Dottin,Dottin,,Dottin
1404,Renan Augusto Lodi dos Santos,Renan Lodi,,Renan Lodi
1405,Renato Palma Veiga,Veiga,,Veiga
1406,Reuell Walters,Walters,,Walters
1407,Rhian Brewster,Brewster,,Brewster
1408,Rhys Bennett,Bennett,,R. Bennett
1409,Rhys Norrington Davies,Norrington-Davies,,Norrington-Davies
1411,Ricardo Barbosa Pereira,Ricardo,,Ricardo
1413,Richard Nartey,Nartey,,Nartey
1415,Richie Laryea,Laryea,,Laryea
1418,Riyad Mahrez,Mahrez,,Mahrez
1420,Robbie Brady,Brady,,Brady
1421,Robert Elliot,Elliot,,Elliot
1422,Robert Kenedy Nunes do Nascimento,Kenedy,,Kenedy
1423,Robert Snodgrass,Snodgrass,,Snodgrass
1424,Robert Street,Street,,Street
1426,Roberto Firmino,Firmino,,Firmino
1427,Roberto Jimenez Gago,Roberto,,Roberto
1428,Robin Koch,Koch,,Koch
1429,Robin Olsen,Olsen,,Olsen
1432,Rodrigo Duarte Ribeiro,Ribeiro,,Ribeiro
1434,Rodrigo Moreno,Rodrigo,,R. Moreno
1436,Rolando Aarons,Aarons,,R. Aarons
1439,Romain Perraud,Perraud,,Perraud
1440,Romain Saïss,Saïss,,Saïss
1442,Romaine Sawyers,Sawyers,,Sawyers
1444,Romelu Lukaku Bolingoli,Lukaku,,Lukaku
1446,Ronnie Edwards,Edwards,,R. Edwards
1447,Ronnie Stutter,Stutter,,Stutter
1448,Roshaun Mathurin,Mathurin,,Mathurin
1450,Ross Stewart,Stewart,,Stewart
1451,Ruairi McConville,McConville,,McConville
1452,Ruben Loftus Cheek,Loftus-Cheek,,Loftus-Cheek
1453,Rui Pedro dos Santos Patrício,Patrício,,Patrício
1454,Ryan Alebiosu,Alebiosu,,Alebiosu
1455,Ryan Astley,Astley,,Astley
1456,Ryan Bennett,Bennett,,R. Bennett
1457,Ryan Bertrand,Bertrand,,Bertrand
1459,Ryan Finnigan,Finnigan,,Finnigan
1460,Ryan Fraser,Fraser,,R. Fraser
1461,Ryan Fredericks,Fredericks,,Fredericks
1462,Ryan Giles,Giles,,Giles
1464,Ryan Inniss,Inniss,,Inniss
1465,Ryan Manning,Manning,,Manning
1466,Ryan Oné,Oné,,Oné
1471,Rúben Nascimento Vinagre,Vinagre,,Vinagre
1472,Rúben da Silva Neves,Neves,,Neves
1473,Rúnar Alex Rúnarsson,Rúnarsson,,Rúnarsson
1474,Sadio Mané,Mané,,S. Mané
1475,Salah Eddine Oulad M'hand,Oulad M'hand,,Oulad M'hand
1476,Salomón Rondón,Rondón,,Rondón
1478,Sam Curtis,Curtis,,Curtis
1479,Sam Field,Field,,Field
1482,Sam Morsy,Morsy,,Morsy
1484,Sam Surridge,Surridge,,Surridge
1485,Sam Szmodics,Szmodics,,Szmodics
1486,Sam Waller,Waller,,Waller
1487,Sam Woods,Woods,,Woods
1488,Saman Ghoddos,Ghoddos,,Ghoddos
1489,Samir Caetano de Souza Santos,Samir,,Samir
1490,Sammy Braybrooke,Braybrooke,,Braybrooke
1492,Samuel Amo Ameyaw,Amo-Ameyaw,,Amo-Ameyaw
1493,Samuel Bastien,Bastien,,Bastien
1494,Samuel Edozie,Edozie,,S. Edozie
1496,Samuel Kalu,Kalu,,Kalu
1497,Samuel Rak Sakyi,Sakyi,,Sakyi
1498,Samy Chouchane,Chouchane,,Chouchane
1502,Sasa Kalajdzic,Kalajdžić,,S. Kalajdzic
1503,Sasa Lukic,Lukic,,Lukic
1504,Saïd Benrahma,Benrahma,,Benrahma
1505,Saúl Ñíguez,Saúl,,Saúl
1508,Scott Banks,Banks,,Banks
1509,Scott Carson,Carson,,Carson
1510,Scott Dann,Dann,,Dann
1511,Scott McKenna,McKenna,,S. McKenna
1512,Scott McTominay,McTominay,,McTominay
1513,Scott Twine,Twine,,Twine
1514,Sead Kolasinac,Kolasinac,,Kolasinac
1516,Sean McAllister,McAllister,,McAllister
1518,Sebastian Revan,Revan,,Revan
1520,Serge Aurier,Aurier,,Aurier
1521,Sergi Canós Tenés,Canós,,Canós
1522,Sergio Agüero,Agüero,,Agüero
1523,Sergio Gómez,Sergio Gómez,,Sergio Gómez
1524,Sergio Reguilón,Reguilón,,Reguilón
1525,Sergio Romero,Romero,,S. Romero
1526,Shandon Baptiste,Baptiste,,S. Baptiste
1527,Shane Duffy,Duffy,,Duffy
1528,Shane Flynn,Flynn,,Flynn
1529,Shane Long,Long,,S. Long
1530,Shaqai Forde,Forde,,Forde
1531,Shea Charles,Charles,,Charles
1532,Shkodran Mustafi,Mustafi,,Mustafi
1533,Shola Shoretire,Shoretire,,Shoretire
1535,Sidnei Tavares,Tavares,,S. Tavares
1536,Sil Swinkels,Swinkels,,Swinkels
1539,Siriki Dembélé,Dembélé,,Dembélé
1540,Sofiane Boufal,Boufal,,Boufal
1541,Sofyan Amrabat,Amrabat,,Amrabat
1542,Sokratis Papastathopoulos,Sokratis,,Sokratis
1544,Solomon March,March,,S. March
1545,Somto Boniface,Boniface,,Boniface
1547,Sonny Perkins,Perkins,,Perkins
1548,Spike Brits,Brits,,Brits
1549,Stanley Mills,Mills,,Mills
1550,Stefan Bajcetic,Bajcetic,,S. Bajcetic
1552,Stefan Johansen,Johansen,,Johansen
1554,Stefan Parkes,Parkes,,Parkes
1555,Stephen Henderson,Henderson,,S. Henderson
1556,Stephy Mavididi,Mavididi,,Mavididi
1557,Steve Cook,Cook,,S. Cook
1558,Steven Alzate,Alzate,,Alzate
1560,Steven Bergwijn,Bergwijn,,Bergwijn
1561,Stipe Perica,Perica,,Perica
1562,Stuart Armstrong,Armstrong,,S. Armstrong
1563,Stuart Dallas,Dallas,,Dallas
1564,Stuart McKinstry,McKinstry,,McKinstry
1565,Sugawara Yukinari,Yukinari,,Yukinari
1567,Sydie Peck,Peck,,Peck
1568,Sylvester Jasper,Jasper,,Jasper
1571,Sébastien Haller,Haller,,Haller
1573,Sékou Mara,Mara,,Mara
1574,Tahith Chong,Chong,,Chong
1576,Takumi Minamino,Minamino,,Minamino
1578,Tanguy Ndombele,Ndombele,,T. Ndombele
1579,Tanguy Ndombélé Alvaro,Ndombele,,T. Alvaro
1581,Tariqe Fosu Henry,Fosu,,Fosu
1583,Tawanda Maswanhise,Maswanhise,,Maswanhise
1584,Taylan Harris,Harris,,T. Harris
1585,Taylor Gardner Hickman,Gardner-Hickman,,Gardner-Hickman
1586,Taylor Harwood Bellis,Harwood-Bellis,,Harwood-Bellis
1587,Taylor Perry,Perry,,Perry
1588,Taylor Richards,Richards,,T. Richards
1589,Tayo Adaramola,Adaramola,,Adaramola
1590,Ted Curd,Curd,,Curd
1591,Teddy Jenks,Jenks,,Jenks
1592,Teddy Sharman Lowe,Sharman-Lowe,,T. Lowe
1593,Teden Mengi,Mengi,,Mengi
1594,Teemu Pukki,Pukki,,Pukki
1596,Terence Kongolo,Kongolo,,Kongolo
1597,Terry Ablade,Ablade,,Ablade
1598,Thakgalo Leshabela,Leshabela,,Leshabela
1599,Thanawat Suengchitthawon,Suengchitthawon,,Suengchitthawon
1600,Theo Corbeanu,Corbeanu,,Corbeanu
1601,Theo Walcott,Walcott,,Walcott
1602,Thiago Alcántara do Nascimento,Thiago,,T. Nascimento
1603,Thiago Emiliano da Silva,Thiago Silva,,Thiago Silva
1604,Thierry Small,Small,,Small
1605,Thilo Kehrer,Kehrer,,Kehrer
1606,Thomas Cannon,Cannon,,T. Cannon
1607,Thomas Dickson Peters,Dickson-Peters,,Dickson-Peters
1608,Thomas Kaminski,Kaminski,,Kaminski
1609,Thomas McGill,McGill,,T. McGill
1610,Thomas Partey,Partey,,Partey
1611,Thomas Strakosha,Strakosha,,Strakosha
1612,Thomas Wilson Brown,Brown,,T. Brown
1613,Tiago Çukur,Çukur,,Çukur
1615,Tim Krul,Krul,,Krul
1616,Tim Ream,Ream,,Ream
1617,Timo Werner,Werner,,Werner
1619,Timothy Fosu Mensah,Fosu-Mensah,,Fosu-Mensah
1621,Tobi Omole,Omole,,Omole
1622,Toby Alderweireld,Alderweireld,,Alderweireld
1624,Toby King,King,,T. King
1625,Todd Cantwell,Cantwell,,Cantwell
1627,Tom Cannon,Cannon,,T. Cannon
1628,Tom Cleverley,Cleverley,,Cleverley
1629,Tom Davies,Davies,,T. Davies
1633,Tom Lockyer,Lockyer,,Lockyer
1635,Tom Taylor,Taylor,,T. Taylor
1636,Tomas Soucek,Soucek,,Soucek
1637,Tomiyasu Takehiro,Takehiro,,Takehiro
1638,Tommi O'Reilly,O'Reilly,,T. O'Reilly
1639,Tommy Doyle,Doyle,,T. Doyle
1642,Tony Springett,Springett,,Springett
1643,Tony Yogane,Yogane,,Yogane
1646,Travis Hernes,Hernes,,Hernes
1648,Trent Alexander Arnold,Alexander-Arnold,,Alexander-Arnold
1650,Treymaurice Nyoni,Nyoni,,T. Nyoni
1651,Tristan Crama,Crama,,Crama
1652,Troy Deeney,Deeney,,Deeney
1653,Troy Parrott,Parrott,,Parrott
1654,Ty Barnett,Barnett,,T. Barnett
1660,Tyler Roberts,Roberts,,T. Roberts
1662,Tyrese Francois,Francois,,Francois
1663,Tyrese Hall,Hall,,T. Hall
1667,Valentino Livramento,Livramento,,V. Livramento
1668,Valentín Barco,Barco,,Barco
1669,Valintino Adedokun,Adedokun,,Adedokun
1670,Vicente Guaita,Guaita,,Guaita
1671,Victor Kristiansen,Kristiansen,,Kristiansen
1674,Viljami Sinisalo,Sinisalo,,Sinisalo
1675,Vincent Angelini,Angelini,,Angelini
1676,Vini de Souza Costa,Vini Souza,,Vini Souza
1680,Vitor Ferreira,Vitinha,,Vitinha
1682,Vladimír Coufal,Coufal,,Coufal
1683,Vontae Daley Campbell,Daley-Campbell,,Daley-Campbell
1684,Vítezslav Jaros,Jaros,,Jaros
1685,Wanya Marçal Madivádua,Madivádua,,Madivádua
1686,Wayne Hennessey,Hennessey,,Hennessey
1687,Welington Damascena Santos,Santos,,Santos
1688,Wes Burns,Burns,,Burns
1690,Wes Morgan,Morgan,,W. Morgan
1691,Wes Okoduwa,Okoduwa,,W. Okoduwa
1693,Wesley Moraes Ferreira da Silva,Wesley,,Wesley
1694,Wesley Okoduwa,Okoduwa,,W. Okoduwa
1695,Weston McKennie,McKennie,,McKennie
1696,Wilfred Ndidi,Ndidi,,Ndidi
1698,Wilfried Zaha,Zaha,,Zaha
1699,Will Alves,Alves,,W. Alves
1701,Will Ferry,Ferry,,Ferry
1704,Will Norris,Norris,,Norris
1705,Will Smallbone,Smallbone,,W. Smallbone
1706,William Fish,Fish,,Fish
